antecedents,antecedents_description,consequents,consequents_description,support,confidence,lift
23301,GARDENERS KNEELING PAD KEEP CALM ,23284,DOORMAT KEEP CALM AND COME IN,0.005596162631338511,0.1416184971098266,4.592635409976451
23320,GIANT 50'S CHRISTMAS CRACKER,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,0.005596162631338511,0.37547892720306514,7.404715059887473
21175,GIN + TONIC DIET METAL SIGN,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.007023755139333029,0.2098976109215017,2.099215855201221
21175,GIN + TONIC DIET METAL SIGN,21166,COOK WITH WINE METAL SIGN ,0.01256281407035176,0.5935828877005348,18.797149239442614
21175,GIN + TONIC DIET METAL SIGN,82583,HOT BATHS METAL SIGN,0.006110095934216537,0.18259385665529007,7.350766937350436
21175,GIN + TONIC DIET METAL SIGN,21181,PLEASE ONE PERSON METAL SIGN,0.010678391959798994,0.5045454545454545,15.87138494700916
21175,GIN + TONIC DIET METAL SIGN,82582,AREA PATROLLED METAL SIGN,0.005767473732297853,0.17235494880546073,9.344519701180275
21175,GIN + TONIC DIET METAL SIGN,21174,POTTERING IN THE SHED METAL SIGN,0.006052992233896756,0.18088737201365185,8.447199089874857
21175,GIN + TONIC DIET METAL SIGN,82600,NO SINGING METAL SIGN,0.007537688442211055,0.22525597269624573,9.812643268300137
21175,GIN + TONIC DIET METAL SIGN,21169,YOU'RE CONFUSING ME METAL SIGN ,0.00628140703517588,0.18771331058020477,9.901311731567908
21175,GIN + TONIC DIET METAL SIGN,21165,BEWARE OF THE CAT METAL SIGN ,0.006395614435815441,0.1911262798634812,11.046215884387072
21175,GIN + TONIC DIET METAL SIGN,21908,CHOCOLATE THIS WAY METAL SIGN,0.007023755139333029,0.2098976109215017,10.972319290917424
21175,GIN + TONIC DIET METAL SIGN,85152,HAND OVER THE CHOCOLATE   SIGN ,0.01182046596619461,0.47727272727272724,15.33577981651376
21175,GIN + TONIC DIET METAL SIGN,85150,LADIES & GENTLEMEN METAL SIGN,0.005139333028780265,0.15358361774744025,8.25017274231035
21175,GIN + TONIC DIET METAL SIGN,22413,METAL SIGN TAKE IT OR LEAVE IT ,0.006738236637734125,0.20136518771331055,12.244122108456576
21175,GIN + TONIC DIET METAL SIGN,21907,I'M ON HOLIDAY METAL SIGN,0.005881681132937414,0.17576791808873718,11.358109895092124
22966,GINGERBREAD MAN COOKIE CUTTER,21212,PACK OF 72 RETROSPOT CAKE CASES,0.005139333028780265,0.20134228187919462,4.17761379178727
22966,GINGERBREAD MAN COOKIE CUTTER,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,0.005253540429419826,0.2058165548098434,3.685336920071552
22966,GINGERBREAD MAN COOKIE CUTTER,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,0.006224303334856099,0.24384787472035796,9.124495688254079
22966,GINGERBREAD MAN COOKIE CUTTER,84378,SET OF 3 HEART COOKIE CUTTERS,0.006452718136135222,0.25279642058165547,9.479595111832872
22966,GINGERBREAD MAN COOKIE CUTTER,22993,SET OF 4 PANTRY JELLY MOULDS,0.005025125628140704,0.19686800894854586,4.742163098634023
22991,GIRAFFE WOODEN RULER,22992,REVOLVER WOODEN RULER ,0.005424851530379168,0.5,38.40350877192982
23014,GLASS APOTHECARY BOTTLE ELIXIR,23012,GLASS APOTHECARY BOTTLE PERFUME,0.005139333028780265,0.6428571428571428,63.96428571428571
23012,GLASS APOTHECARY BOTTLE PERFUME,23013,GLASS APOTHECARY BOTTLE TONIC,0.005424851530379168,0.5397727272727272,60.98387096774193
23012,GLASS APOTHECARY BOTTLE PERFUME,23014,GLASS APOTHECARY BOTTLE ELIXIR,0.005139333028780265,0.5113636363636364,63.96428571428571
23013,GLASS APOTHECARY BOTTLE TONIC,23012,GLASS APOTHECARY BOTTLE PERFUME,0.005424851530379168,0.6129032258064516,60.983870967741936
22697,GREEN REGENCY TEACUP AND SAUCER,22423,REGENCY CAKESTAND 3 TIER,0.01507537688442211,0.4795539033457249,24.56020874103066
22697,GREEN REGENCY TEACUP AND SAUCER,22699,ROSES REGENCY TEACUP AND SAUCER ,0.023983554134307902,0.7678571428571428,25.696696696696694
22697,GREEN REGENCY TEACUP AND SAUCER,23173,REGENCY TEAPOT ROSES ,0.005824577432617634,0.16062992125984252,10.418337707786526
22697,GREEN REGENCY TEACUP AND SAUCER,22698,PINK REGENCY TEACUP AND SAUCER,0.0204431247144815,0.6718749999999999,25.696696696696694
22697,GREEN REGENCY TEACUP AND SAUCER,23171,REGENCY TEA PLATE GREEN ,0.0061671996345363175,0.17007874015748028,14.250808122668875
22697,GREEN REGENCY TEACUP AND SAUCER,23170,REGENCY TEA PLATE ROSES ,0.005824577432617634,0.16062992125984252,11.1183841150291
22113,GREY HEART HOT WATER BOTTLE,21485,RETROSPOT HEART HOT WATER BOTTLE,0.006452718136135222,0.2488986784140969,9.6431718061674
22113,GREY HEART HOT WATER BOTTLE,23355,HOT WATER BOTTLE KEEP CALM,0.0051964367291000456,0.20044052863436124,5.562780566473746
22113,GREY HEART HOT WATER BOTTLE,22835,HOT WATER BOTTLE I AM SO POORLY,0.005025125628140704,0.19383259911894274,6.885185549231085
22113,GREY HEART HOT WATER BOTTLE,22112,CHOCOLATE HOT WATER BOTTLE,0.006395614435815441,0.24669603524229075,6.59563506742442
22113,GREY HEART HOT WATER BOTTLE,22111,SCOTTIE DOG HOT WATER BOTTLE,0.007423481041571494,0.28634361233480177,8.35741556534508
85152,HAND OVER THE CHOCOLATE   SIGN ,21165,BEWARE OF THE CAT METAL SIGN ,0.00633851073549566,0.2036697247706422,11.771169043509856
85152,HAND OVER THE CHOCOLATE   SIGN ,21907,I'M ON HOLIDAY METAL SIGN,0.00548195523069895,0.1761467889908257,11.382592504824132
85152,HAND OVER THE CHOCOLATE   SIGN ,82600,NO SINGING METAL SIGN,0.006509821836455002,0.2091743119266055,9.112090921539092
85152,HAND OVER THE CHOCOLATE   SIGN ,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.006738236637734125,0.2165137614678899,2.1653849176617292
85152,HAND OVER THE CHOCOLATE   SIGN ,21908,CHOCOLATE THIS WAY METAL SIGN,0.007366377341251713,0.236697247706422,12.373260303984662
85152,HAND OVER THE CHOCOLATE   SIGN ,82583,HOT BATHS METAL SIGN,0.006852444038373686,0.2201834862385321,8.864030370136032
85152,HAND OVER THE CHOCOLATE   SIGN ,21166,COOK WITH WINE METAL SIGN ,0.01182046596619461,0.5072463768115942,16.063107686663
85152,HAND OVER THE CHOCOLATE   SIGN ,21169,YOU'RE CONFUSING ME METAL SIGN ,0.005881681132937414,0.18899082568807338,9.968696805570906
85152,HAND OVER THE CHOCOLATE   SIGN ,22413,METAL SIGN TAKE IT OR LEAVE IT ,0.005767473732297853,0.18532110091743118,11.268552497451578
85152,HAND OVER THE CHOCOLATE   SIGN ,85150,LADIES & GENTLEMEN METAL SIGN,0.005881681132937414,0.18899082568807338,10.152169752912704
85152,HAND OVER THE CHOCOLATE   SIGN ,21174,POTTERING IN THE SHED METAL SIGN,0.006052992233896756,0.19449541284403668,9.082676452599388
85152,HAND OVER THE CHOCOLATE   SIGN ,82582,AREA PATROLLED METAL SIGN,0.006224303334856099,0.2,10.843343653250775
85152,HAND OVER THE CHOCOLATE   SIGN ,21175,GIN + TONIC DIET METAL SIGN,0.01182046596619461,0.5072463768115942,15.33577981651376
85152,HAND OVER THE CHOCOLATE   SIGN ,21181,PLEASE ONE PERSON METAL SIGN,0.0109639104613979,0.46376811594202905,14.759246740704974
22867,HAND WARMER BIRD DESIGN,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,0.005253540429419826,0.21749408983451538,4.289140204033821
22867,HAND WARMER BIRD DESIGN,22865,HAND WARMER OWL DESIGN,0.012448606669712198,0.6119402985074627,22.04390408645728
22867,HAND WARMER BIRD DESIGN,22866,HAND WARMER SCOTTY DOG DESIGN,0.011477843764275925,0.5642201834862385,22.978195007467463
22867,HAND WARMER BIRD DESIGN,22633,HAND WARMER UNION JACK,0.00793741434444952,0.32860520094562645,14.173729751132537
22867,HAND WARMER BIRD DESIGN,23439,HAND WARMER RED LOVE HEART,0.006909547738693468,0.2860520094562648,15.95332098598124
22865,HAND WARMER OWL DESIGN,23355,HOT WATER BOTTLE KEEP CALM,0.006395614435815441,0.22310756972111553,6.1918538208497225
22865,HAND WARMER OWL DESIGN,22866,HAND WARMER SCOTTY DOG DESIGN,0.013190954773869347,0.6025641025641025,24.539773404889683
22865,HAND WARMER OWL DESIGN,22633,HAND WARMER UNION JACK,0.010050251256281407,0.3852813852813853,20.160500853727946
22865,HAND WARMER OWL DESIGN,22111,SCOTTIE DOG HOT WATER BOTTLE,0.005424851530379168,0.18924302788844619,5.523373173970783
22865,HAND WARMER OWL DESIGN,23439,HAND WARMER RED LOVE HEART,0.008908177249885792,0.4069264069264069,22.694570821959356
22865,HAND WARMER OWL DESIGN,22867,HAND WARMER BIRD DESIGN,0.012448606669712198,0.5324675324675325,22.04390408645728
22865,HAND WARMER OWL DESIGN,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,0.00628140703517588,0.21912350597609562,4.321273464699759
23439,HAND WARMER RED LOVE HEART,22866,HAND WARMER SCOTTY DOG DESIGN,0.008280036546368205,0.6025641025641025,24.539773404889683
23439,HAND WARMER RED LOVE HEART,23355,HOT WATER BOTTLE KEEP CALM,0.0051964367291000456,0.2898089171974522,8.043001201207263
23439,HAND WARMER RED LOVE HEART,22865,HAND WARMER OWL DESIGN,0.008908177249885792,0.6482758620689655,22.694570821959356
23439,HAND WARMER RED LOVE HEART,22633,HAND WARMER UNION JACK,0.008108725445408863,0.4522292993630574,19.506008597157294
23439,HAND WARMER RED LOVE HEART,22867,HAND WARMER BIRD DESIGN,0.006909547738693468,0.3853503184713376,15.95332098598124
22866,HAND WARMER SCOTTY DOG DESIGN,22111,SCOTTIE DOG HOT WATER BOTTLE,0.006852444038373686,0.27906976744186046,8.145116279069768
22866,HAND WARMER SCOTTY DOG DESIGN,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,0.00548195523069895,0.2232558139534884,4.402765556253929
22866,HAND WARMER SCOTTY DOG DESIGN,22865,HAND WARMER OWL DESIGN,0.013190954773869347,0.6482758620689655,24.539773404889687
22866,HAND WARMER SCOTTY DOG DESIGN,22633,HAND WARMER UNION JACK,0.008793969849246231,0.3852813852813853,20.59418604651163
22866,HAND WARMER SCOTTY DOG DESIGN,22867,HAND WARMER BIRD DESIGN,0.011477843764275925,0.5324675324675325,22.978195007467463
22866,HAND WARMER SCOTTY DOG DESIGN,23439,HAND WARMER RED LOVE HEART,0.008280036546368205,0.4069264069264069,24.539773404889687
22633,HAND WARMER UNION JACK,23439,HAND WARMER RED LOVE HEART,0.008108725445408863,0.3497536945812808,19.50600859715729
22633,HAND WARMER UNION JACK,23355,HOT WATER BOTTLE KEEP CALM,0.005253540429419826,0.22660098522167488,6.2888057895435345
22633,HAND WARMER UNION JACK,22866,HAND WARMER SCOTTY DOG DESIGN,0.008793969849246231,0.5056818181818181,20.594186046511627
22633,HAND WARMER UNION JACK,22867,HAND WARMER BIRD DESIGN,0.00793741434444952,0.3423645320197044,14.173729751132539
22633,HAND WARMER UNION JACK,22865,HAND WARMER OWL DESIGN,0.010050251256281407,0.577922077922078,20.160500853727946
84978,HANGING HEART JAR T-LIGHT HOLDER,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.005767473732297853,0.20696721311475408,2.069908530020316
84970S,HANGING HEART ZINC T-LIGHT HOLDER,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.005424851530379168,0.26098901098901095,2.610188212701062
84970S,HANGING HEART ZINC T-LIGHT HOLDER,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,0.008108725445408863,0.39010989010989017,23.720848595848597
22563,HAPPY STENCIL CRAFT,22564,ALPHABET STENCIL CRAFT,0.005025125628140704,0.39285714285714285,46.172579098753594
22563,HAPPY STENCIL CRAFT,22562,MONSTERS STENCIL CRAFT,0.006395614435815441,0.5,55.41772151898734
22296,HEART IVORY TRELLIS LARGE,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.005253540429419826,0.3881856540084388,3.8822999274676073
22470,HEART OF WICKER LARGE,21733,RED HANGING HEART T-LIGHT HOLDER,0.007195066240292371,0.17096336499321574,4.916109109624292
22470,HEART OF WICKER LARGE,23322,LARGE WHITE HEART OF WICKER,0.00873686614892645,0.20759837177747625,8.00762706292327
22470,HEART OF WICKER LARGE,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.01347647327546825,0.321875,12.056172340269098
22470,HEART OF WICKER LARGE,84879,ASSORTED COLOUR BIRD ORNAMENT,0.005767473732297853,0.13704206241519673,2.0082682820208575
22470,HEART OF WICKER LARGE,82494L,WOODEN FRAME ANTIQUE WHITE ,0.005424851530379168,0.12890094979647218,3.1135357694287182
22470,HEART OF WICKER LARGE,22694,WICKER STAR ,0.006110095934216537,0.14518317503392128,8.767061245496652
22470,HEART OF WICKER LARGE,82482,WOODEN PICTURE FRAME WHITE FINISH,0.005710370031978072,0.13568521031207598,2.766145987177037
22470,HEART OF WICKER LARGE,23321,SMALL WHITE HEART OF WICKER,0.006395614435815441,0.1519674355495251,5.21814457126134
22470,HEART OF WICKER LARGE,22457,NATURAL SLATE HEART CHALKBOARD ,0.006509821836455002,0.1546811397557666,2.9898191163388352
22470,HEART OF WICKER LARGE,22469,HEART OF WICKER SMALL,0.01827318410232983,0.4364406779661017,12.056172340269098
22470,HEART OF WICKER LARGE,21754,HOME BUILDING BLOCK WORD,0.005082229328460484,0.12075983717774762,3.4896803113147135
22469,HEART OF WICKER SMALL,22457,NATURAL SLATE HEART CHALKBOARD ,0.007594792142530836,0.15322580645161288,2.961689097771131
22469,HEART OF WICKER SMALL,20725,LUNCH BAG RED RETROSPOT,0.005082229328460484,0.10253456221198157,1.5932433482308974
22469,HEART OF WICKER SMALL,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.011592051164915487,0.321875,8.805240959150199
22469,HEART OF WICKER SMALL,23321,SMALL WHITE HEART OF WICKER,0.008908177249885792,0.17972350230414744,6.171211710490647
22469,HEART OF WICKER SMALL,22470,HEART OF WICKER LARGE,0.01827318410232983,0.5073891625615764,12.056172340269098
22469,HEART OF WICKER SMALL,23322,LARGE WHITE HEART OF WICKER,0.005710370031978072,0.1152073732718894,4.44385797519235
22469,HEART OF WICKER SMALL,21733,RED HANGING HEART T-LIGHT HOLDER,0.006509821836455002,0.1313364055299539,3.776622551133913
22469,HEART OF WICKER SMALL,82494L,WOODEN FRAME ANTIQUE WHITE ,0.005424851530379168,0.10944700460829491,2.6436357857937387
22469,HEART OF WICKER SMALL,84879,ASSORTED COLOUR BIRD ORNAMENT,0.00548195523069895,0.11059907834101383,1.620762393228313
22469,HEART OF WICKER SMALL,82482,WOODEN PICTURE FRAME WHITE FINISH,0.006566925536774783,0.1324884792626728,2.700975842663476
22469,HEART OF WICKER SMALL,85099B,JUMBO BAG RED RETROSPOT,0.005596162631338511,0.11290322580645161,1.3041961017958976
22469,HEART OF WICKER SMALL,47566,PARTY BUNTING,0.005767473732297853,0.11635944700460829,1.6032152918526361
22920,HERB MARKER BASIL,22918,HERB MARKER PARSLEY,0.007423481041571494,0.9313725490196078,109.22006302521008
22920,HERB MARKER BASIL,22916,HERB MARKER THYME,0.008108725445408863,0.9693877551020407,109.22006302521008
22920,HERB MARKER BASIL,22921,HERB MARKER CHIVES ,0.006795340338053906,0.8796296296296297,107.1587761674718
22920,HERB MARKER BASIL,22917,HERB MARKER ROSEMARY,0.0077661032434901784,0.95,109.22006302521008
22920,HERB MARKER BASIL,22919,HERB MARKER MINT,0.007537688442211055,0.8504672897196262,96.34193821413459
22921,HERB MARKER CHIVES ,22919,HERB MARKER MINT,0.006966651439013248,0.8504672897196262,105.52102564102564
22921,HERB MARKER CHIVES ,22917,HERB MARKER ROSEMARY,0.007423481041571494,0.95,109.22006302521008
22921,HERB MARKER CHIVES ,22918,HERB MARKER PARSLEY,0.007252169940612152,0.9313725490196078,109.22006302521008
22921,HERB MARKER CHIVES ,22920,HERB MARKER BASIL,0.006795340338053906,0.8482142857142856,107.1587761674718
22921,HERB MARKER CHIVES ,22916,HERB MARKER THYME,0.007708999543170398,0.9693877551020407,109.22006302521008
22919,HERB MARKER MINT,22918,HERB MARKER PARSLEY,0.007594792142530836,0.9038461538461539,105.41290983606557
22919,HERB MARKER MINT,22917,HERB MARKER ROSEMARY,0.00793741434444952,0.94,105.52102564102564
22919,HERB MARKER MINT,22916,HERB MARKER THYME,0.008108725445408863,0.9591836734693876,105.41290983606557
22919,HERB MARKER MINT,22920,HERB MARKER BASIL,0.007537688442211055,0.8333333333333334,96.34193821413459
22919,HERB MARKER MINT,22921,HERB MARKER CHIVES ,0.006966651439013248,0.8785046728971962,105.52102564102564
22918,HERB MARKER PARSLEY,22917,HERB MARKER ROSEMARY,0.007994518044769302,0.95,108.72753414809489
22918,HERB MARKER PARSLEY,22919,HERB MARKER MINT,0.007594792142530836,0.8448275862068966,105.41290983606557
22918,HERB MARKER PARSLEY,22920,HERB MARKER BASIL,0.007423481041571494,0.8482142857142856,109.2200630252101
22918,HERB MARKER PARSLEY,22921,HERB MARKER CHIVES ,0.007252169940612152,0.8796296296296297,109.2200630252101
22918,HERB MARKER PARSLEY,22916,HERB MARKER THYME,0.008165829145728644,0.9693877551020407,108.02857142857141
22917,HERB MARKER ROSEMARY,22920,HERB MARKER BASIL,0.0077661032434901784,0.8482142857142856,109.2200630252101
22917,HERB MARKER ROSEMARY,22919,HERB MARKER MINT,0.00793741434444952,0.8504672897196262,105.52102564102564
22917,HERB MARKER ROSEMARY,22921,HERB MARKER CHIVES ,0.007423481041571494,0.8796296296296297,109.2200630252101
22917,HERB MARKER ROSEMARY,22918,HERB MARKER PARSLEY,0.007994518044769302,0.9313725490196078,108.72753414809489
22917,HERB MARKER ROSEMARY,22916,HERB MARKER THYME,0.00867976244860667,0.9693877551020407,108.72753414809489
22916,HERB MARKER THYME,22920,HERB MARKER BASIL,0.008108725445408863,0.8482142857142856,109.2200630252101
22916,HERB MARKER THYME,22919,HERB MARKER MINT,0.008108725445408863,0.8455284552845528,105.41290983606557
22916,HERB MARKER THYME,22921,HERB MARKER CHIVES ,0.007708999543170398,0.8796296296296297,109.2200630252101
22916,HERB MARKER THYME,22917,HERB MARKER ROSEMARY,0.00867976244860667,0.95,108.72753414809489
22916,HERB MARKER THYME,22918,HERB MARKER PARSLEY,0.008165829145728644,0.9313725490196078,108.02857142857141
21754,HOME BUILDING BLOCK WORD,21755,LOVE BUILDING BLOCK WORD,0.011649154865235267,0.33663366336633666,12.15490456262121
21754,HOME BUILDING BLOCK WORD,21756,BATH BUILDING BLOCK WORD,0.006110095934216537,0.17656765676567657,15.46026402640264
21754,HOME BUILDING BLOCK WORD,22470,HEART OF WICKER LARGE,0.005082229328460484,0.14686468646864687,3.4896803113147135
21754,HOME BUILDING BLOCK WORD,84879,ASSORTED COLOUR BIRD ORNAMENT,0.006110095934216537,0.17656765676567657,2.58749188726404
21754,HOME BUILDING BLOCK WORD,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.009365006852444038,0.2706270627062706,2.706579738499264
21754,HOME BUILDING BLOCK WORD,82482,WOODEN PICTURE FRAME WHITE FINISH,0.005082229328460484,0.14686468646864687,2.9940563322921347
82583,HOT BATHS METAL SIGN,85152,HAND OVER THE CHOCOLATE   SIGN ,0.006852444038373686,0.2758620689655172,8.86403037013603
82583,HOT BATHS METAL SIGN,20725,LUNCH BAG RED RETROSPOT,0.0053677478300593875,0.21609195402298847,3.3577660149517077
82583,HOT BATHS METAL SIGN,47566,PARTY BUNTING,0.005824577432617634,0.23448275862068965,3.2307333351420278
82583,HOT BATHS METAL SIGN,21166,COOK WITH WINE METAL SIGN ,0.00708085883965281,0.2850574712643678,9.026991748248841
82583,HOT BATHS METAL SIGN,21181,PLEASE ONE PERSON METAL SIGN,0.006224303334856099,0.25057471264367814,6.730160073337564
82583,HOT BATHS METAL SIGN,21175,GIN + TONIC DIET METAL SIGN,0.006110095934216537,0.24597701149425286,7.3507669373504365
22835,HOT WATER BOTTLE I AM SO POORLY,22111,SCOTTIE DOG HOT WATER BOTTLE,0.008508451347647328,0.3893129770992367,17.17143324072561
22835,HOT WATER BOTTLE I AM SO POORLY,22112,CHOCOLATE HOT WATER BOTTLE,0.014961169483782549,0.6845637583892618,18.302413033454584
22835,HOT WATER BOTTLE I AM SO POORLY,21485,RETROSPOT HEART HOT WATER BOTTLE,0.006566925536774783,0.23326572008113589,9.037498429338168
22835,HOT WATER BOTTLE I AM SO POORLY,23355,HOT WATER BOTTLE KEEP CALM,0.00867976244860667,0.36259541984732824,16.705561022633702
22835,HOT WATER BOTTLE I AM SO POORLY,22113,GREY HEART HOT WATER BOTTLE,0.005025125628140704,0.17849898580121704,6.885185549231085
22835,HOT WATER BOTTLE I AM SO POORLY,22114,HOT WATER BOTTLE TEA AND SYMPATHY,0.010107354956601188,0.4351145038167939,17.838889832098722
23355,HOT WATER BOTTLE KEEP CALM,22112,CHOCOLATE HOT WATER BOTTLE,0.011534947464595706,0.625,16.709923664122137
23355,HOT WATER BOTTLE KEEP CALM,22835,HOT WATER BOTTLE I AM SO POORLY,0.00867976244860667,0.47029702970297027,16.705561022633702
23355,HOT WATER BOTTLE KEEP CALM,22111,SCOTTIE DOG HOT WATER BOTTLE,0.008622658748286889,0.2393026941362916,6.98444796619123
23355,HOT WATER BOTTLE KEEP CALM,23503,PLAYING CARDS KEEP CALM & CARRY ON,0.005253540429419826,0.14580031695721077,8.958790001946227
23355,HOT WATER BOTTLE KEEP CALM,22865,HAND WARMER OWL DESIGN,0.006395614435815441,0.1774960380348653,6.191853820849723
23355,HOT WATER BOTTLE KEEP CALM,22114,HOT WATER BOTTLE TEA AND SYMPATHY,0.010792599360438556,0.5445544554455446,20.076289734236585
23355,HOT WATER BOTTLE KEEP CALM,23301,GARDENERS KNEELING PAD KEEP CALM ,0.005653266331658292,0.15689381933438987,3.9704112199188373
23355,HOT WATER BOTTLE KEEP CALM,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,0.006681132937414344,0.1854199683042789,3.656615410973572
23355,HOT WATER BOTTLE KEEP CALM,22113,GREY HEART HOT WATER BOTTLE,0.0051964367291000456,0.14421553090332803,5.562780566473745
23355,HOT WATER BOTTLE KEEP CALM,22633,HAND WARMER UNION JACK,0.005253540429419826,0.14580031695721077,6.2888057895435345
23355,HOT WATER BOTTLE KEEP CALM,23439,HAND WARMER RED LOVE HEART,0.0051964367291000456,0.14421553090332803,8.043001201207263
23355,HOT WATER BOTTLE KEEP CALM,23356,LOVE HOT WATER BOTTLE,0.010449977158519872,0.2900158478605388,12.760697305863706
23355,HOT WATER BOTTLE KEEP CALM,23284,DOORMAT KEEP CALM AND COME IN,0.0051964367291000456,0.14421553090332803,4.676856254035334
22114,HOT WATER BOTTLE TEA AND SYMPATHY,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,0.005596162631338511,0.20631578947368423,4.068696064485539
22114,HOT WATER BOTTLE TEA AND SYMPATHY,21485,RETROSPOT HEART HOT WATER BOTTLE,0.00553905893101873,0.20421052631578948,7.911802515137401
22114,HOT WATER BOTTLE TEA AND SYMPATHY,22111,SCOTTIE DOG HOT WATER BOTTLE,0.007708999543170398,0.2842105263157895,8.295157894736844
22114,HOT WATER BOTTLE TEA AND SYMPATHY,23355,HOT WATER BOTTLE KEEP CALM,0.010792599360438556,0.4845814977973568,20.076289734236585
22114,HOT WATER BOTTLE TEA AND SYMPATHY,22835,HOT WATER BOTTLE I AM SO POORLY,0.010107354956601188,0.5022026431718062,17.838889832098722
22114,HOT WATER BOTTLE TEA AND SYMPATHY,23356,LOVE HOT WATER BOTTLE,0.006052992233896756,0.2231578947368421,9.818947368421053
22114,HOT WATER BOTTLE TEA AND SYMPATHY,22112,CHOCOLATE HOT WATER BOTTLE,0.012962539972590224,0.6440677966101694,20.076289734236585
21907,I'M ON HOLIDAY METAL SIGN,85152,HAND OVER THE CHOCOLATE   SIGN ,0.00548195523069895,0.3542435424354244,11.382592504824132
21907,I'M ON HOLIDAY METAL SIGN,21175,GIN + TONIC DIET METAL SIGN,0.005881681132937414,0.38007380073800734,11.358109895092124
22191,IVORY DINER WALL CLOCK,22192,BLUE DINER WALL CLOCK,0.007423481041571494,0.3790087463556851,24.49151721837918
22191,IVORY DINER WALL CLOCK,22193,RED DINER WALL CLOCK,0.008965280950205573,0.45772594752186585,21.664045386494365
22624,IVORY KITCHEN SCALES,22625,RED KITCHEN SCALES,0.009764732754682504,0.3577405857740586,17.84829953867611
22624,IVORY KITCHEN SCALES,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,0.005653266331658292,0.20711297071129708,3.7085504530636344
22624,IVORY KITCHEN SCALES,22627,MINT KITCHEN SCALES,0.00633851073549566,0.23221757322175735,18.484518828451883
23332,IVORY WICKER HEART LARGE,23322,LARGE WHITE HEART OF WICKER,0.005824577432617634,0.4473684210526316,17.256202179457453
23332,IVORY WICKER HEART LARGE,23329,DECORATIVE WICKER HEART LARGE,0.005767473732297853,0.44298245614035087,38.98245614035088
23332,IVORY WICKER HEART LARGE,23333,IVORY WICKER HEART MEDIUM,0.005596162631338511,0.4298245614035088,40.25180598555212
23333,IVORY WICKER HEART MEDIUM,23332,IVORY WICKER HEART LARGE,0.005596162631338511,0.5240641711229947,40.251805985552124
22963,JAM JAR WITH GREEN LID,22962,JAM JAR WITH PINK LID,0.005824577432617634,0.6335403726708075,64.8804620246268
22962,JAM JAR WITH PINK LID,22963,JAM JAR WITH GREEN LID,0.005824577432617634,0.5964912280701754,64.88046202462678
22961,JAM MAKING SET PRINTED,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,0.007823206943809958,0.19999999999999998,3.5811860940695293
22961,JAM MAKING SET PRINTED,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.005082229328460484,0.1299270072992701,1.2994184761992107
22961,JAM MAKING SET PRINTED,22960,JAM MAKING SET WITH JARS,0.012448606669712198,0.3182481751824818,7.56195664015688
22961,JAM MAKING SET PRINTED,22722,SET OF 6 SPICE TINS PANTRY DESIGN,0.005025125628140704,0.12846715328467154,3.9888595537609355
22961,JAM MAKING SET PRINTED,22423,REGENCY CAKESTAND 3 TIER,0.006452718136135222,0.16496350364963505,2.0430274935731325
22961,JAM MAKING SET PRINTED,85099B,JUMBO BAG RED RETROSPOT,0.00548195523069895,0.14014598540145987,1.6188895094659401
22961,JAM MAKING SET PRINTED,22666,RECIPE BOX PANTRY YELLOW DESIGN,0.006909547738693468,0.17664233576642338,4.135508802060971
22961,JAM MAKING SET PRINTED,22993,SET OF 4 PANTRY JELLY MOULDS,0.006395614435815441,0.1635036496350365,3.9384813100533136
22961,JAM MAKING SET PRINTED,21212,PACK OF 72 RETROSPOT CAKE CASES,0.006224303334856099,0.1591240875912409,3.3016362818694436
22961,JAM MAKING SET PRINTED,21977,PACK OF 60 PINK PAISLEY CAKE CASES,0.005139333028780265,0.13138686131386862,3.926359582471787
22960,JAM MAKING SET WITH JARS,85123A,WHITE HANGING HEART T-LIGHT HOLDER,0.005310644129739607,0.12618724559023065,1.262016587536333
22960,JAM MAKING SET WITH JARS,22722,SET OF 6 SPICE TINS PANTRY DESIGN,0.006452718136135222,0.15332428765264586,4.760664761299883
22960,JAM MAKING SET WITH JARS,85099B,JUMBO BAG RED RETROSPOT,0.0051964367291000456,0.12347354138398914,1.42629858622455
22960,JAM MAKING SET WITH JARS,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,0.009707629054362723,0.23066485753052918,4.130268900894301
